"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 18 20:16:22 GMT 2024","Wed Sep 18 20:16:24 GMT 2024","2184","Web automation Suit","Logout test","com.globant.academy.tests.LogoutTest","com.globant.academy.tests.LogoutTest","validateSuccessfulLogout","validateSuccessfulLogout",""
