"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 18 17:14:50 GMT 2024","Wed Sep 18 17:14:51 GMT 2024","1288","Web automation Suit","Logout test","com.globant.academy.tests.LogoutTest","com.globant.academy.tests.LogoutTest","validateSuccessfulLogout","validateSuccessfulLogout",""
